StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3,controls
2021-10-20 03:38:41,2021-10-20 03:58:40,IP Address,100,1198,True,2021-10-20 03:58:40,R_3kjsjfBw7kVQCJO,anonymous,NL,1,woningmarkt,nieuwe zorgpremie,coronabesmettingen,noodweer,gas prijsverhoging,gas prijsverhoging,aantal corona besmettingen,noodweer in azie,nieuwe zorgpremie,geen vlucht naar Marokkko,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too little attention - 3,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Somewhat disagree - 3,Somewhat disagree - 3,Disagree - 2,Somewhat agree - 5,Disagree - 2,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Far too little - 1,Neither agree nor disagree - 4,Somewhat disagree - 3,About half of the time - 4,Moderately interesting - 3,6,4779640,NL,FB,2,5,2,
2021-10-20 03:54:58,2021-10-20 03:58:48,IP Address,100,230,True,2021-10-20 03:58:49,R_25TqvyRFbNYvChh,anonymous,NL,1,Klimaat,Corona pas,"Milieu ",Woningnood,Gas,Peter r de vries,"Huizenmarkt ","Klimaatverandering ",Studie,Schulden,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Moderately interesting - 3,4,4008961,NL,NOS,0,3,5,
2021-10-20 03:45:59,2021-10-20 03:58:54,IP Address,100,775,True,2021-10-20 03:58:54,R_1FJalDqWQ6i9ELh,anonymous,NL,0.89999997615814208984375,"milieu ",veggie etenn,"technologie ","elektronische auto's ","technologie producten ",ongelijke kansen,prives,"milieu ","elektrische auto's ","technologie producten ",Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Slightly too little - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Moderately too little - 2,Somewhat disagree - 3,Somewhat disagree - 3,About half of the time - 4,,,,,,,,,,,,,,,,,,Moderately interesting - 3,5,2765141,NL,GA,5,2,0,
2021-10-20 03:25:22,2021-10-20 04:02:22,IP Address,100,2219,True,2021-10-20 04:02:22,R_1li8NPUEb4f9c9u,anonymous,NL,0.89999997615814208984375,klimaat,huizenmarkt,co2,stikstof,vluchttelingen,formatie,huizenmarkt,klimaat,co2,stikstof,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,,,,,,,,,,,,,,,,,,Moderately interesting - 3,1,43250,NL,FB,0,5,0,
2021-10-20 03:58:20,2021-10-20 04:03:08,IP Address,100,287,True,2021-10-20 04:03:08,R_3Ibi9CKLUFAOPlE,anonymous,NL,0.89999997615814208984375,"Coronavirus ","Zorg overbelast ","Onderwijs te weinig personeel ","Criminaliteit ","Armoede ",Ajax,"Besmettingen coronavirus ","Volle ziekenhuizen ","Afzeggen operaties ","Herfstweer ",Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,Very interesting - 4,5,4408379,NL,NOS,1,0,5,
2021-10-20 03:48:12,2021-10-20 04:06:14,IP Address,100,1081,True,2021-10-20 04:06:14,R_5pSsqxQTDA7ecal,anonymous,NL,0.89999997615814208984375,Corona,Kabinet,"Toeslagen ",Belastingen,Energie,Voetbal,Weer,Verkeer,Buitenland,Formatie,Agree -6,Agree -6,Agree -6,Strongly agree - 7,Agree -6,Agree -6,Agree -6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Moderately too much attention - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Agree - 6,Agree - 6,Most of the time - 6,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Far too little attention - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Strongly disagree - 1,Strongly disagree - 1,Most of the time - 6,Strongly agree - 7,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Moderately too much attention - 6,Moderately too much - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Agree - 6,Agree - 6,Most of the time - 6,Moderately interesting - 3,10,4159948,NL,FB,2,5,2,
2021-10-20 03:45:59,2021-10-20 04:06:27,IP Address,100,1228,True,2021-10-20 04:06:27,R_2ym9hcq7uy25qqh,anonymous,NL,1,corona,woning tekort,migratie,kabinet,zorg,ajax,overstroming india,stadionstraffen,honden opvang,hooligans,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree -6,Somewhat disagree - 3,Agree -6,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Disagree - 2,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Agree - 6,Agree - 6,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Slightly too much attention - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Moderately interesting - 3,5,172787,NL,GA,3,5,4,
2021-10-20 04:00:12,2021-10-20 04:06:30,IP Address,100,377,True,2021-10-20 04:06:30,R_3J3isdIKl62HxI9,anonymous,NL,0.89999997615814208984375,corona,economie,co2,immigratie,verkrijgen nieuw kabinet,man onder tram gegooid,weer slecht,proces daders peter r de vries,bekend maken duw nieuwe kosten,IC;s lopen vol,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Disagree - 2,Disagree - 2,Disagree - 2,Disagree - 2,Disagree - 2,Slightly too little attention - 3,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Slightly too little - 3,Far too little - 1,Far too little - 1,Agree - 6,Agree - 6,Never - 1,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Far too little - 1,Moderately too little - 2,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Moderately interesting - 3,5,3896717,NL,NOS,0,3,4,
2021-10-20 03:54:45,2021-10-20 04:06:58,IP Address,100,733,True,2021-10-20 04:06:58,R_1QG9g9budKJdamO,anonymous,NL,1,oplopende corona besmettingen,geweld op straat,vorming van een nieuwe regering,"personeelstekorten in overheidsgerelateerde organisaties (politie, zorg, onderwijs, defensie)",te laag defensiebudget,stijgende aantal coronabesmettingen,cirminaliteit op straat,Poolse premier tegenover de EG,selectieve maatregelen in regio's met hoge besmetting met Corona,Extremistisch geweld in het Midden Oosten en Afganistan,Agree -6,Agree -6,Agree -6,Strongly agree - 7,Agree -6,Strongly agree - 7,Agree -6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Agree - 6,Strongly agree - 7,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Slightly too much - 5,Far too much - 7,Somewhat agree - 5,Somewhat agree - 5,Never - 1,Very interesting - 4,8,489090,NL,NOS,0,0,4,
2021-10-20 03:57:47,2021-10-20 04:07:12,IP Address,100,565,True,2021-10-20 04:07:12,R_3L5doSlKDiDk2pE,anonymous,NL,1,"Corona maatregelen ","Corona besmettingen ",Vaccinatie,Kabinets formatie,Klimaat,"Stijgende corona besmettingen ","Of de 1.5 m maatregel terug moet ",Vaccinatie Australien opem,"Vraag zelftesten ","10 sterrenkunde student ",Somewhat agree -5,Agree -6,Agree -6,Agree -6,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Agree - 6,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Agree - 6,Agree - 6,Sometimes - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately interesting - 3,3,4779377,NL,GA,4,0,0,
2021-10-20 03:33:08,2021-10-20 04:07:45,IP Address,100,2076,True,2021-10-20 04:07:45,R_2EjgMAALPOvY0a1,anonymous,NL,0.89999997615814208984375,Opvangplaatsen COA,"Kabinetsformatie ",Afwikkeling toeslagenaffaire,"Wateroverlast klimaatverandering ","Woningbouw ","Zorgpremie gaat omhoog ",Hoge gasprijs,Nog geen oplossing situatie ter Apel,EU debat Polen,"Marokko stopt vliegverkeer NL, VK en Duitsland ivm 'Delta-variant' ",Strongly agree - 7,Agree -6,Agree -6,Somewhat agree -5,Disagree - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree - 7,Agree - 6,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Far too little - 1,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Somewhat agree - 5,Never - 1,Extremely interesting - 5,4,5027394,NL,NOS,0,0,5,
2021-10-20 04:00:52,2021-10-20 04:08:24,IP Address,100,452,True,2021-10-20 04:08:24,R_2vkNjFlgA0QIim1,anonymous,NL,1,Corona,ABBA,BZN,Peter R. de Vries,"Mishandeling ",Ajax,Facebook,Corona,André Hazes jr.,ABBA,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,,,,,,,,,,,,,,,,,,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Neither too much nor too little attention - 4,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Strongly disagree - 1,Strongly disagree - 1,Never - 1,Agree - 6,Agree - 6,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Slightly too little - 3,Moderately too little - 2,Far too little - 1,Neither too much nor too little - 4,Moderately too little - 2,Slightly too much - 5,Slightly too much - 5,Far too little - 1,Strongly disagree - 1,Strongly disagree - 1,Never - 1,Slightly interesting - 2,5,345053,NL,FB,0,5,5,
2021-10-20 03:54:24,2021-10-20 04:08:45,IP Address,100,860,True,2021-10-20 04:08:45,R_DGdMM3m9d2n1ARz,anonymous,NL,0.89999997615814208984375,corona,woningnood,milieu,energieprijzen,vluchtelingenopvang,"vliegverkeer Marokko ",vluchtelingen Ter Apel,klimaatakkoord Parijs niet nageleefd,hout alternatief duur gas,ING compenseert klanten,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Disagree - 2,Disagree - 2,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Far too little - 1,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Far too little - 1,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Moderately interesting - 3,4,4482365,NL,NOS,2,0,5,yes
2021-10-20 04:11:24,2021-10-20 04:14:03,IP Address,100,159,True,2021-10-20 04:14:04,R_OBdNiTCPDRZ5ML7,anonymous,NL,1,milieu,toeslagen,gasprijs,defensie,zorg,zorg,corona,mk17,gas,olie,Somewhat agree -5,Agree -6,Agree -6,Somewhat agree -5,Agree -6,Agree -6,Agree -6,Agree - 6,Somewhat agree - 5,Agree - 6,Agree - 6,Somewhat agree - 5,Moderately too much attention - 6,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Agree - 6,Agree - 6,Most of the time - 6,Agree - 6,Somewhat agree - 5,Agree - 6,Agree - 6,Agree - 6,Moderately too much attention - 6,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Agree - 6,Agree - 6,Most of the time - 6,Agree - 6,Somewhat agree - 5,Agree - 6,Agree - 6,Agree - 6,Moderately too much attention - 6,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Agree - 6,Agree - 6,Most of the time - 6,Very interesting - 4,8,4731402,NL,GA,4,4,5,
2021-10-20 04:11:20,2021-10-20 04:14:08,IP Address,100,168,True,2021-10-20 04:14:09,R_30uBSyRKk2beEG4,anonymous,NL,1,corona,gezondheidszorg,woningmarkt,onderwijs,criminaliteit,geen idee,idem,idem,idem,idem,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Agree - 6,Agree - 6,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Not interesting at all - 1,5,36853,NL,NOS,0,3,4,
2021-10-20 03:39:17,2021-10-20 04:15:44,IP Address,100,2186,True,2021-10-20 04:15:44,R_2X0eeqYc5jq7KkO,anonymous,NL,0.89999997615814208984375,inkomensongelijkheid,betaalbare woningen,berouwbare en transparante overheid,positie gepensioneerden,energietransitie-opwarming aarde,vluchtelingen ter apel,oplopende besmettingscijfers,stadiongeweld,huizenprijzen,uithuisplaatsing kinderen toeslagenaffaire,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Disagree - 2,Agree -6,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Far too little - 1,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Never - 1,Extremely interesting - 5,8,3110323,NL,NOS,0,0,5,
2021-10-20 04:14:33,2021-10-20 04:17:02,IP Address,100,148,True,2021-10-20 04:17:02,R_1dcXHjzxGYlSGDy,anonymous,NL,1,zorg,woningmarkt,corona,economie,geen idee,geen idee,geen idee,geen idee,geen idee,geen idee,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Agree - 6,Agree - 6,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Slightly interesting - 2,5,43542,NL,NOS,0,3,5,
2021-10-20 04:01:39,2021-10-20 04:20:15,IP Address,100,1116,True,2021-10-20 04:20:15,R_1LUyTENzgT0kweK,anonymous,NL,0.89999997615814208984375,Opheffen maatregelen,Inflatie,Stijgende energieprijzen,Immigratie,Verdeeldheid,Immigratie,Corruptie,Stijgende energieprijzen,Krapte woningmarkt,Inflatie,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Disagree - 2,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,,,,,,,,,,,,,,,,,,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Very interesting - 4,9,2880397,NL,GA,3,0,3,
2021-10-20 04:12:08,2021-10-20 04:21:21,IP Address,100,553,True,2021-10-20 04:21:22,R_1Lwe8HiuwStDqIO,anonymous,NL,1,bedreiging Rutte,landbouw plannen,marokko en media,wolf doodt schapen,ajax zege,bedreiging Rutte,timmermans landbouw,wolf in drenthe,ajax zege,stijging besmetting,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Disagree - 2,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Far too little attention - 1,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Slightly too little - 3,Moderately too much - 6,Far too little - 1,Far too little - 1,Slightly too much - 5,Strongly disagree - 1,Strongly disagree - 1,Always - 7,,,,,,,,,,,,,,,,,,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Slightly too much - 5,Neither too much nor too little - 4,Far too little - 1,Far too little - 1,Slightly too much - 5,Strongly disagree - 1,Strongly disagree - 1,Always - 7,Very interesting - 4,2,4163899,NL,NOS/GA,3,0,4,
2021-10-20 04:16:30,2021-10-20 04:22:54,IP Address,100,383,True,2021-10-20 04:22:54,R_3oFwLT0P2gZRh5S,anonymous,NL,1,"Huizenmarkt ","duurzaamheid ",Covid 19,zorg,geen,Ajax,duurzaamheid,zorg,"geen ",geen,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Extremely interesting - 5,1,4016383,NL,GA,3,5,2,
2021-10-20 04:24:05,2021-10-20 04:27:15,IP Address,100,189,True,2021-10-20 04:27:16,R_1QbIa2JjxYxnzC4,anonymous,NL,0.89999997615814208984375,Corona,Huizenmarkt,Klimaat,Grondstoffen,Energieprijzen,Ajax domineert,Coronacijfers stijgen,Materiaaltekorten,Geen,Geen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739633,NL,FB,1,5,3,yes
2021-10-20 04:27:46,2021-10-20 04:30:08,IP Address,100,142,True,2021-10-20 04:30:09,R_28FYKknCt1mfJ9w,anonymous,NL,0.89999997615814208984375,Klimaat,Milieu,Stikstof,Exrtreem Rechts,Onderwijs,Zorgtoeslagaffaire,Polen,Racisme,"Als je er drie vraagt, zorg dan dat er maar drie ingevuld moeten worden; slordig!",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42267,NL,GA,5,1,5,yes
